run_id,finished_at_lima,order_id,status,detection_origin,site,appointment_date,appointment_hour,slots,submission_outcome,confirmation_source,defense_signal,duration_seconds,total_from_available_seconds,selection_seconds,captcha_solver_seconds,click_to_portal_response_seconds,screenshot_path,evidence_paths,message
***-082815-07a18314,2026-07-07 08:28:40,order-***,unavailable,normal,LIMA-LA VICTORIA,21/07/2026,08:00,20,slot_lost,,,24.788,18.297,1.672,11.922,0.031,portal-1-082815-order-***-e1442d.png,portal-1-082815-order-***-e1442d.png | preenvio-1-082815-order-***-736596.png | cupo-082815-order-***-9820c8.png | screenshots\07-07-2026\preenvio-1-082815-order-***-736596.png | screenshots\07-07-2026\portal-1-082815-order-***-e1442d.png | screenshots\07-07-2026\diagnostics\portal-html-1-082815-order-***-185105.html | screenshots\07-07-2026\captchas\captcha-082815-order-***-15756d-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-234929-de9c132f,2026-07-06 23:49:42,order-***,partial,fetch_probe,LIMA-LA VICTORIA,06/07/2026,Sin Cupos,Sin Cupos,,,,12.614,,,,,parcial-234929-order-***-fdee7d.png,parcial-234929-order-***-fdee7d.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-233923-10c78531,2026-07-06 23:39:33,order-***,partial,fetch_probe,LIMA-LA VICTORIA,06/07/2026,Sin Cupos,Sin Cupos,,,,10.252,,,,,parcial-233923-order-***-187ac0.png,parcial-233923-order-***-187ac0.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-123813-d7a19608,2026-07-06 12:38:22,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,12:00,15,blocked_by_order_rule,,,8.522,3.594,1.813,,,,04-reserva-captcha-tecnico-2captcha-***-123813-d7a19608-order-***-e0539454626a4b2a9ce1a751407565d9-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-123813-d7a19608-order-***-6a02d62e6b1e4dbf82f11c0cc9195c41.png | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-123813-d7a19608-order-***-e0539454626a4b2a9ce1a751407565d9-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-123801-5e8bca9f,2026-07-06 12:38:11,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,12:00,15,blocked_by_order_rule,,,9.740,4.391,1.750,,,,04-reserva-captcha-tecnico-2captcha-***-123801-5e8bca9f-order-***-3b6f608a9b284130a40748440f06f467-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-123801-5e8bca9f-order-***-3f5dd8ebbc854f719e9dc670254b41b4.png | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-123801-5e8bca9f-order-***-3b6f608a9b284130a40748440f06f467-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-100928-b70ff5bc,2026-07-06 10:09:41,order-***,unavailable,normal,LIMA-LA VICTORIA,11/07/2026,11:00,20,slot_lost,,,13.252,8.719,1.687,1.375,0.047,,screenshots\06-07-2026\diagnostics\06-reserva-respuesta-portal-html-intento-1-***-100928-b70ff5bc-order-***-.html | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-100928-b70ff5bc-order-***-d8fd6d1ae85647ef8e7a31d0d8274ef5-original-html.png,El cupo dejo de estar disponible antes de completar la reserva.
***-092647-1ba25691,2026-07-06 09:26:57,order-***,partial,normal,LIMA-LA VICTORIA,21/07/2026,10:00,10,blocked_by_order_rule,,,9.511,4.188,1.719,,,,04-reserva-captcha-tecnico-2captcha-***-092647-1ba25691-order-***-17641868845b41c0b2b4b25b9a3f2157-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-092647-1ba25691-order-***-967e0364eae34f7d9ff2bec006395834.png | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-092647-1ba25691-order-***-17641868845b41c0b2b4b25b9a3f2157-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-092634-ca3e4deb,2026-07-06 09:26:44,order-***,partial,normal,LIMA-LA VICTORIA,21/07/2026,10:00,10,blocked_by_order_rule,,,9.797,3.594,1.781,,,,04-reserva-captcha-tecnico-2captcha-***-092634-ca3e4deb-order-***-54adb8c9741a4ecbab012ff1bbb87990-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-092634-ca3e4deb-order-***-fc38f01246604b40abfb0cd0f298e778.png | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-092634-ca3e4deb-order-***-54adb8c9741a4ecbab012ff1bbb87990-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-092602-fa408640,2026-07-06 09:26:32,order-***,partial,normal,LIMA-LA VICTORIA,21/07/2026,10:00,10,blocked_by_order_rule,,,30.110,4.156,1.750,,,,04-reserva-captcha-tecnico-2captcha-***-092602-fa408640-order-***-e3a6c429f1c54f59a5693bc51fe7b968-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-092602-fa408640-order-***-080f1c8fe2c74c918f155d5ff4201a55.png | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-092602-fa408640-order-***-e3a6c429f1c54f59a5693bc51fe7b968-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-092529-8336d91c,2026-07-06 09:25:59,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,12:00,10,blocked_by_order_rule,,,29.929,4.109,1.719,,,,04-reserva-captcha-tecnico-2captcha-***-092529-8336d91c-order-***-9588e450289543d5808bf1f8bd282d5e-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-092529-8336d91c-order-***-55a33207cf1e433ba5364c95f7ed1da5.png | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-092529-8336d91c-order-***-9588e450289543d5808bf1f8bd282d5e-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-092154-3add598c,2026-07-06 09:22:24,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,10:00,20,blocked_by_order_rule,,,30.165,4.203,1.703,,,,04-reserva-captcha-tecnico-2captcha-***-092154-3add598c-order-***-3e5bf1826a044a08818f96bf9387245c-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-092154-3add598c-order-***-4df5c6db87174341b33fd229fa13b12c.png | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-092154-3add598c-order-***-3e5bf1826a044a08818f96bf9387245c-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-092125-c7504c44,2026-07-06 09:21:52,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,09:00,20,blocked_by_order_rule,,,26.602,4.360,1.703,,,,04-reserva-captcha-tecnico-2captcha-***-092125-c7504c44-order-***-4a1f7afa68c743f99a3f5e631d8e4ba2-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-092125-c7504c44-order-***-8b3b54cd4dd345088d122a3af5084609.png | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-092125-c7504c44-order-***-4a1f7afa68c743f99a3f5e631d8e4ba2-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-130721-521493a2,2026-07-04 13:07:35,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,11:00,,blocked_by_order_rule,,,13.421,3.156,1.656,,,,04-reserva-captcha-tecnico-2captcha-***-130721-521493a2-order-***-c7b88f87d2d745b39793118eac3a8b2a-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-130721-521493a2-order-***-968cfdc0f3bc44d99ceefd90fbe46227.png | screenshots\04-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-130721-521493a2-order-***-c7b88f87d2d745b39793118eac3a8b2a-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-130629-12cb507f,2026-07-04 13:06:45,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,11:00,,blocked_by_order_rule,,,16.071,3.797,1.641,,,,04-reserva-captcha-tecnico-2captcha-***-130629-12cb507f-order-***-2d27728793ff44cd98023e438282382f-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-130629-12cb507f-order-***-ec47ffb406e241f19c9cfea060e57f3e.png | screenshots\04-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-130629-12cb507f-order-***-2d27728793ff44cd98023e438282382f-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-130535-c8ad544f,2026-07-04 13:05:53,order-***,partial,normal,LIMA-LA VICTORIA,06/07/2026,09:00,,blocked_by_order_rule,,,18.082,3.828,1.656,,,,04-reserva-captcha-tecnico-2captcha-***-130535-c8ad544f-order-***-71fbc21260a142a79066507a119c294e-original-html.png | 03-modal-reserva-citas-cupo-disponible-***-130535-c8ad544f-order-***-df6d75e4b35a47138af2de7f992bdd25.png | screenshots\04-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-130535-c8ad544f-order-***-71fbc21260a142a79066507a119c294e-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-113449-b4008fc5,2026-07-04 11:35:04,order-***,registered,normal,LIMA-LA VICTORIA,20/07/2026,10:00,,confirmed,portal_success_text,,14.652,7.890,1.953,1.250,0.047,06-reserva-respuesta-portal-intento-1-***-113449-b4008fc5-order-***-aefc2c16a86446ce89ea8865730df1e0.png,06-reserva-respuesta-portal-intento-1-***-113449-b4008fc5-order-***-aefc2c16a86446ce89ea8865730df1e0.png | 05-reserva-antes-de-enviar-intento-1-***-113449-b4008fc5-order-***-660058bc6fc2438b88080974a15e9cc6.png | 03-modal-reserva-citas-cupo-disponible-***-113449-b4008fc5-order-***-1a86e4c435874f3a9814af206d5d5d80.png | screenshots\04-07-2026\05-reserva-antes-de-enviar-intento-1-***-113449-b4008fc5-order-***-660058bc6fc2438b88080974a15e9cc6.png | screenshots\04-07-2026\06-reserva-respuesta-portal-intento-1-***-113449-b4008fc5-order-***-aefc2c16a86446ce89ea8865730df1e0.png | screenshots\04-07-2026\diagnostics\06-reserva-respuesta-portal-html-intento-1-***-113449-b4008fc5-order-***-.html | screenshots\04-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-113449-b4008fc5-order-***-a649b078e02a4d7689b3f73999a9017a-original-html.png,La reserva fue confirmada por mensaje de exito del portal.
***-113359-a12ce739,2026-07-04 11:34:49,order-***,registered,normal,LIMA-LA VICTORIA,16/07/2026,08:00,,confirmed,portal_success_text,,49.626,8.031,1.703,1.453,0.047,06-reserva-respuesta-portal-intento-1-***-113359-a12ce739-order-***-1eed3508658144158f790a30b9759dc9.png,06-reserva-respuesta-portal-intento-1-***-113359-a12ce739-order-***-1eed3508658144158f790a30b9759dc9.png | 05-reserva-antes-de-enviar-intento-1-***-113359-a12ce739-order-***-380d728d676f430781b678b6ebe3e0a2.png | 03-modal-reserva-citas-cupo-disponible-***-113359-a12ce739-order-***-fc1da1b3092b47ff9c64df1190201133.png | screenshots\04-07-2026\05-reserva-antes-de-enviar-intento-1-***-113359-a12ce739-order-***-380d728d676f430781b678b6ebe3e0a2.png | screenshots\04-07-2026\06-reserva-respuesta-portal-intento-1-***-113359-a12ce739-order-***-1eed3508658144158f790a30b9759dc9.png | screenshots\04-07-2026\diagnostics\06-reserva-respuesta-portal-html-intento-1-***-113359-a12ce739-order-***-.html | screenshots\04-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-113359-a12ce739-order-***-65ff27b382f44cf3a4f11bdba588a375-original-html.png,La reserva fue confirmada por mensaje de exito del portal.
***-084813-bd516f55,2026-07-04 08:48:31,order-***,partial,normal,LIMA-LA VICTORIA,08/07/2026,10:00,,blocked_by_order_rule,,,18.329,3.250,1.672,,,,04-reserva-captcha-tecnico-2captcha-***-084813-bd516f55-order-***-f7fdf104ac51425ea1701eac85f4f38e.png | 03-modal-reserva-citas-cupo-disponible-***-084813-bd516f55-order-***-282d08661fdf4c699b7c8c6c6ce70836.png | screenshots\04-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-084813-bd516f55-order-***-f7fdf104ac51425ea1701eac85f4f38e-original-html.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-171914-76935c2d,2026-07-03 17:20:02,order-***,partial,fetch_probe,LIMA-LA VICTORIA,03/07/2026,Sin Cupos,Sin Cupos,,,,48.969,,,,,03-modal-reserva-citas-disponibilidad-parcial-***-171914-76935c2d-order-***-bc33afa919824504bd52b84d35847f01.png,03-modal-reserva-citas-disponibilidad-parcial-***-171914-76935c2d-order-***-bc33afa919824504bd52b84d35847f01.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-171820-a64d7cd9,2026-07-03 17:19:13,order-***,partial,fetch_probe,LIMA-LA VICTORIA,03/07/2026,Sin Cupos,Sin Cupos,,,,53.496,,,,,03-modal-reserva-citas-disponibilidad-parcial-***-171820-a64d7cd9-order-***-21c2b8bd0d6e40f295338fd86cb4d73e.png,03-modal-reserva-citas-disponibilidad-parcial-***-171820-a64d7cd9-order-***-21c2b8bd0d6e40f295338fd86cb4d73e.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-171728-00d96c47,2026-07-03 17:18:20,order-***,partial,fetch_probe,LIMA-LA VICTORIA,03/07/2026,Sin Cupos,Sin Cupos,,,,51.622,,,,,03-modal-reserva-citas-disponibilidad-parcial-***-171728-00d96c47-order-***-201d3ce9a4384c3c896e68109a886e5a.png,03-modal-reserva-citas-disponibilidad-parcial-***-171728-00d96c47-order-***-201d3ce9a4384c3c896e68109a886e5a.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-171641-55b49fce,2026-07-03 17:17:28,order-***,partial,fetch_probe,LIMA-LA VICTORIA,03/07/2026,Sin Cupos,Sin Cupos,,,,47.221,,,,,03-modal-reserva-citas-disponibilidad-parcial-***-171641-55b49fce-order-***-3534b84f0f154cd8a0516676e00b1ec1.png,03-modal-reserva-citas-disponibilidad-parcial-***-171641-55b49fce-order-***-3534b84f0f154cd8a0516676e00b1ec1.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-171554-c25ac5b1,2026-07-03 17:16:41,order-***,partial,fetch_probe,LIMA-LA VICTORIA,03/07/2026,Sin Cupos,Sin Cupos,,,,47.095,,,,,03-modal-reserva-citas-disponibilidad-parcial-***-171554-c25ac5b1-order-***-197eaccc196b45dfb027f9bb11d684f7.png,03-modal-reserva-citas-disponibilidad-parcial-***-171554-c25ac5b1-order-***-197eaccc196b45dfb027f9bb11d684f7.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-171500-a4c438e8,2026-07-03 17:15:54,order-***,partial,fetch_probe,LIMA-LA VICTORIA,03/07/2026,Sin Cupos,Sin Cupos,,,,53.242,,,,,03-modal-reserva-citas-disponibilidad-parcial-***-171500-a4c438e8-order-***-813db4cba6434de6b98b32185c97707e.png,03-modal-reserva-citas-disponibilidad-parcial-***-171500-a4c438e8-order-***-813db4cba6434de6b98b32185c97707e.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-171408-cc5a3747,2026-07-03 17:15:00,order-***,partial,fetch_probe,LIMA-LA VICTORIA,03/07/2026,Sin Cupos,Sin Cupos,,,,52.534,,,,,03-modal-reserva-citas-disponibilidad-parcial-***-171408-cc5a3747-order-***-a129cda00f584bf2b15028e876457403.png,03-modal-reserva-citas-disponibilidad-parcial-***-171408-cc5a3747-order-***-a129cda00f584bf2b15028e876457403.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-125003-74f05677,2026-07-03 12:50:53,order-***,partial,fetch_probe,LIMA-LA VICTORIA,03/07/2026,Sin Cupos,Sin Cupos,,,,49.738,,,,,03-modal-reserva-citas-disponibilidad-parcial-***-125003-74f05677-order-***-f17068858cb24f3d9b68b832753ac294.png,03-modal-reserva-citas-disponibilidad-parcial-***-125003-74f05677-order-***-f17068858cb24f3d9b68b832753ac294.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-124910-f22cdf16,2026-07-03 12:50:03,order-***,partial,fetch_probe,LIMA-LA VICTORIA,03/07/2026,Sin Cupos,Sin Cupos,,,,52.786,,,,,03-modal-reserva-citas-disponibilidad-parcial-***-124910-f22cdf16-order-***-5e53dda2cd0943ff90ebe8aa6a4d5d11.png,03-modal-reserva-citas-disponibilidad-parcial-***-124910-f22cdf16-order-***-5e53dda2cd0943ff90ebe8aa6a4d5d11.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-101348-***,2026-07-03 10:14:36,order-***,reservation_unconfirmed,normal,LIMA-LA VICTORIA,20/07/2026,10:00,,confirmed,success_text_revalidation_inconclusive,,48.132,12.500,1.735,1.703,0.063,06-reserva-respuesta-portal-intento-1-***-101348-***-order-***-e169851dd3184fccbec7e9b8e11edcfa.png,06-reserva-respuesta-portal-intento-1-***-101348-***-order-***-e169851dd3184fccbec7e9b8e11edcfa.png | 07-detalle-tramite-etapa-programado-confirmada-***-101348-***-order-***-de65737c0d5b435890ad5c8d1a94097f.png | 05-reserva-antes-de-enviar-intento-1-***-101348-***-order-***-208aa48c4c084ebf9f8b7275e47d47c5.png | 03-modal-reserva-citas-cupo-disponible-***-101348-***-order-***-37a3a65891074917bacaeb2988c8c90e.png | screenshots\03-07-2026\05-reserva-antes-de-enviar-intento-1-***-101348-***-order-***-208aa48c4c084ebf9f8b7275e47d47c5.png | screenshots\03-07-2026\06-reserva-respuesta-portal-intento-1-***-101348-***-order-***-e169851dd3184fccbec7e9b8e11edcfa.png | screenshots\03-07-2026\07-detalle-tramite-etapa-programado-confirmada-***-101348-***-order-***-de65737c0d5b435890ad5c8d1a94097f.png | screenshots\03-07-2026\diagnostics\06-reserva-respuesta-portal-html-intento-1-***-101348-***-order-***-.html,"El portal mostro mensaje de exito despues de hacer click en Reservar, pero no se confirmo la etapa Programado."
***-095503-4b3cb1b2,2026-07-03 09:56:08,order-***,unavailable,normal,LIMA-LA VICTORIA,17/07/2026,10:00,,slot_lost,,,65.016,19.843,1.688,12.234,0.047,06-reserva-respuesta-portal-intento-1-***-095503-4b3cb1b2-order-***-d8f5d3508945459385775b0b42886588.png,06-reserva-respuesta-portal-intento-1-***-095503-4b3cb1b2-order-***-d8f5d3508945459385775b0b42886588.png | 05-reserva-antes-de-enviar-intento-1-***-095503-4b3cb1b2-order-***-57df8765f50c43009a479210ed0e57b6.png | 03-modal-reserva-citas-cupo-disponible-***-095503-4b3cb1b2-order-***-1c9c1ba3525f4cf6b78fcffd16d300c1.png | screenshots\05-reserva-antes-de-enviar-intento-1-***-095503-4b3cb1b2-order-***-57df8765f50c43009a479210ed0e57b6.png | screenshots\06-reserva-respuesta-portal-intento-1-***-095503-4b3cb1b2-order-***-d8f5d3508945459385775b0b42886588.png | screenshots\03-07-2026\diagnostics\06-reserva-respuesta-portal-html-intento-1-***-095503-4b3cb1b2-order-***-.html,El cupo dejo de estar disponible antes de completar la reserva.
***-124542-3a856c97,2026-07-02 12:47:45,order-***,reservation_unconfirmed,normal,LIMA-LA VICTORIA,17/07/2026,09:00,,unknown,unconfirmed,,123.757,72.485,1.797,33.922,0.063,05-reserva-antes-de-enviar-intento-1-***-124542-3a856c97-order-***-323a793dfb0e46dcb5e0b5be81f19c1c.png,05-reserva-antes-de-enviar-intento-1-***-124542-3a856c97-order-***-323a793dfb0e46dcb5e0b5be81f19c1c.png | 06-reserva-respuesta-portal-intento-1-***-124542-3a856c97-order-***-a0e6dfbc68414d9bb8ab25c3fa244f17.png | 03-modal-reserva-citas-cupo-disponible-***-124542-3a856c97-order-***-1a252103b6c54cc584c440d2fac84db5.png | screenshots\02-07-2026\05-reserva-antes-de-enviar-intento-1-***-124542-3a856c97-order-***-323a793dfb0e46dcb5e0b5be81f19c1c.png | screenshots\02-07-2026\06-reserva-respuesta-portal-intento-1-***-124542-3a856c97-order-***-a0e6dfbc68414d9bb8ab25c3fa244f17.png | screenshots\02-07-2026\diagnostics\06-reserva-respuesta-portal-html-intento-1-***-124542-3a856c97-order-***-.html,"Se resolvio el captcha y se hizo click en Reservar, pero no se confirmo la etapa Programado."
***-113001-a861c8bc,2026-07-02 11:31:32,order-***,reservation_unconfirmed,normal,LIMA-LA VICTORIA,14/07/2026,11:00,,unknown,unconfirmed,,91.663,66.687,1.672,33.781,0.047,06-reserva-respuesta-portal-intento-1-***-113001-a861c8bc-order-***-3aae5262374640b7ac29c7a86c50debf.png,06-reserva-respuesta-portal-intento-1-***-113001-a861c8bc-order-***-3aae5262374640b7ac29c7a86c50debf.png | 07-detalle-tramite-etapa-programado-confirmada-***-113001-a861c8bc-order-***-8fd28ab42d5c40e29876423f17c773b6.png | 05-reserva-antes-de-enviar-intento-1-***-113001-a861c8bc-order-***-71baf8a45e5c479ebc20f5a8c88444c5.png | 03-modal-reserva-citas-cupo-disponible-***-113001-a861c8bc-order-***-7ae15b215de341459fde786e3df0903f.png | screenshots\02-07-2026\05-reserva-antes-de-enviar-intento-1-***-113001-a861c8bc-order-***-71baf8a45e5c479ebc20f5a8c88444c5.png | screenshots\02-07-2026\06-reserva-respuesta-portal-intento-1-***-113001-a861c8bc-order-***-3aae5262374640b7ac29c7a86c50debf.png | screenshots\02-07-2026\07-detalle-tramite-etapa-programado-confirmada-***-113001-a861c8bc-order-***-8fd28ab42d5c40e29876423f17c773b6.png | screenshots\02-07-2026\diagnostics\06-reserva-respuesta-portal-html-intento-1-***-113001-a861c8bc-order-***-.html,"Se resolvio el captcha y se hizo click en Reservar, pero no se confirmo la etapa Programado."
