run_id,finished_at_lima,order_id,status,detection_origin,site,appointment_date,appointment_hour,slots,submission_outcome,confirmation_source,defense_signal,duration_seconds,total_from_available_seconds,selection_seconds,captcha_solver_seconds,click_to_portal_response_seconds,screenshot_path,evidence_paths,message
***-092647-1ba25691,2026-07-06 09:26:57,order-***,partial,normal,LIMA-LA VICTORIA,21/07/2026,10:00,10,blocked_by_order_rule,,,9.511,4.188,1.719,,,,04-reserva-captcha-tecnico-2captcha-***-092647-1ba25691-order-*** | 03-modal-reserva-citas-cupo-disponible-***-092647-1ba25691-order-*** | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-092647-1ba25691-order-***,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-100928-b70ff5bc,2026-07-06 10:09:41,order-***,unavailable,normal,LIMA-LA VICTORIA,11/07/2026,11:00,20,slot_lost,,,13.252,8.719,1.687,1.375,0.047,,screenshots\06-07-2026\diagnostics\06-reserva-respuesta-portal-html-intento-1-***-100928-b70ff5bc-order-*** | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-100928-b70ff5bc-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-123801-5e8bca9f,2026-07-06 12:38:11,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,12:00,15,blocked_by_order_rule,,,9.740,4.391,1.750,,,,04-reserva-captcha-tecnico-2captcha-***-123801-5e8bca9f-order-*** | 03-modal-reserva-citas-cupo-disponible-***-123801-5e8bca9f-order-*** | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-123801-5e8bca9f-order-***,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-123813-d7a19608,2026-07-06 12:38:22,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,12:00,15,blocked_by_order_rule,,,8.522,3.594,1.813,,,,04-reserva-captcha-tecnico-2captcha-***-123813-d7a19608-order-*** | 03-modal-reserva-citas-cupo-disponible-***-123813-d7a19608-order-*** | screenshots\06-07-2026\captchas\04-reserva-captcha-tecnico-2captcha-***-123813-d7a19608-order-***,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-233923-10c78531,2026-07-06 23:39:33,order-***,partial,fetch_probe,LIMA-LA VICTORIA,06/07/2026,Sin Cupos,Sin Cupos,,,,10.252,,,,,parcial-233923-order-***,parcial-233923-order-***,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-234929-de9c132f,2026-07-06 23:49:42,order-***,partial,fetch_probe,LIMA-LA VICTORIA,06/07/2026,Sin Cupos,Sin Cupos,,,,12.614,,,,,parcial-234929-order-***,parcial-234929-order-***,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-082815-07a18314,2026-07-07 08:28:40,order-***,unavailable,normal,LIMA-LA VICTORIA,21/07/2026,08:00,20,slot_lost,,,24.788,18.297,1.672,11.922,0.031,portal-1-082815-order-***,portal-1-082815-order-*** | preenvio-1-082815-order-*** | cupo-082815-order-*** | screenshots\07-07-2026\preenvio-1-082815-order-*** | screenshots\07-07-2026\portal-1-082815-order-*** | screenshots\07-07-2026\diagnostics\portal-html-1-082815-order-*** | screenshots\07-07-2026\captchas\captcha-082815-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-082840-9098db8d,2026-07-07 08:28:48,order-***,partial,normal,LIMA-LA VICTORIA,21/07/2026,10:00,20,blocked_by_order_rule,,,7.943,3.125,1.656,,,captcha-082840-order-***,captcha-082840-order-*** | cupo-082840-order-*** | screenshots\07-07-2026\captchas\captcha-082840-order-***,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-082850-656ea3bb,2026-07-07 08:29:05,order-***,registered,normal,LIMA-LA VICTORIA,21/07/2026,10:00,20,confirmed,portal_success_text,,15.028,7.391,1.938,1.453,0.063,portal-1-082850-order-***,portal-1-082850-order-*** | preenvio-1-082850-order-*** | cupo-082850-order-*** | screenshots\07-07-2026\preenvio-1-082850-order-*** | screenshots\07-07-2026\portal-1-082850-order-*** | screenshots\07-07-2026\diagnostics\portal-html-1-082850-order-*** | screenshots\07-07-2026\captchas\captcha-082850-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-122939-***,2026-07-07 12:30:34,order-***,unavailable,normal,LIMA-LA VICTORIA,20/07/2026,09:00,25,slot_lost,,,54.978,10.969,1.938,2.375,0.078,portal-1-122939-order-***,portal-1-122939-order-*** | preenvio-1-122939-order-*** | cupo-122939-order-*** | screenshots\07-07-2026\preenvio-1-122939-order-*** | screenshots\07-07-2026\portal-1-122939-order-*** | screenshots\07-07-2026\diagnostics\portal-html-1-122939-order-*** | screenshots\07-07-2026\captchas\captcha-122939-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-124617-bfdbde06,2026-07-07 12:46:28,order-***,partial,normal,LIMA-LA VICTORIA,14/07/2026,10:00,24,blocked_by_order_rule,,,11.004,3.797,1.891,,,captcha-124617-order-***,captcha-124617-order-*** | cupo-124617-order-*** | screenshots\07-07-2026\captchas\captcha-124617-order-***,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-125433-61c90c74,2026-07-07 12:55:04,order-***,registered,normal,LIMA-LA VICTORIA,22/07/2026,08:00,20,confirmed,portal_success_text,,31.161,11.047,1.891,3.047,0.094,portal-1-125433-order-***,portal-1-125433-order-*** | preenvio-1-125433-order-*** | cupo-125433-order-*** | screenshots\07-07-2026\preenvio-1-125433-order-*** | screenshots\07-07-2026\portal-1-125433-order-*** | screenshots\07-07-2026\diagnostics\portal-html-1-125433-order-*** | screenshots\07-07-2026\captchas\captcha-125433-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-125504-5265d89d,2026-07-07 12:55:15,order-***,partial,normal,LIMA-LA VICTORIA,22/07/2026,09:00,20,blocked_by_order_rule,,,10.571,3.719,1.937,,,captcha-125504-order-***,captcha-125504-order-*** | cupo-125504-order-*** | screenshots\07-07-2026\captchas\captcha-125504-order-***,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-125521-4befc776,2026-07-07 12:55:31,order-***,partial,normal,LIMA-LA VICTORIA,22/07/2026,10:00,20,blocked_by_order_rule,,,10.823,3.750,1.875,,,captcha-125521-order-***,captcha-125521-order-*** | cupo-125521-order-*** | screenshots\07-07-2026\captchas\captcha-125521-order-***,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-120734-87cb2fc6,2026-07-08 12:08:07,order-***,unavailable,normal,LIMA-LA VICTORIA,22/07/2026,08:00,22,slot_lost,,,32.830,8.203,1.734,1.609,0.047,portal-1-120734-order-***,portal-1-120734-order-*** | preenvio-1-120734-order-*** | cupo-120734-order-*** | screenshots\08-07-2026\preenvio-1-120734-order-*** | screenshots\08-07-2026\portal-1-120734-order-*** | screenshots\08-07-2026\diagnostics\portal-html-1-120734-order-*** | screenshots\08-07-2026\captchas\captcha-120734-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-130645-f1465808,2026-07-08 13:06:58,order-***,unavailable,normal,LIMA-LA VICTORIA,30/07/2026,08:00,5,slot_lost,,,12.561,7.797,1.703,1.235,0.141,portal-1-130645-order-***,portal-1-130645-order-*** | preenvio-1-130645-order-*** | cupo-130645-order-*** | screenshots\08-07-2026\preenvio-1-130645-order-*** | screenshots\08-07-2026\portal-1-130645-order-*** | screenshots\08-07-2026\diagnostics\portal-html-1-130645-order-*** | screenshots\08-07-2026\captchas\captcha-130645-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-141703-703e4db4,2026-07-08 14:17:15,order-***,completed,normal,,30/07/2026 10:00,,,,,,11.969,,,,,etapas-141703-order-***,etapas-141703-order-***,La etapa Separa Cita Peritaje ya esta en estado Programado. No hay una cita pendiente por reservar.
***-073637-097972b5,2026-07-09 07:36:51,order-***,completed,normal,,20/07/2026 10:00,,,,,,14.199,,,,,etapas-073637-order-***,etapas-073637-order-***,La etapa Separa Cita Peritaje ya esta en estado Programado. No hay una cita pendiente por reservar.
***-082714-2bea450e,2026-07-09 08:28:06,order-***,registered,normal,LIMA-LA VICTORIA,24/07/2026,12:00,5,confirmed,portal_success_text,,52.589,7.281,1.719,1.500,0.047,portal-1-082714-order-***,portal-1-082714-order-*** | preenvio-1-082714-order-*** | cupo-082714-order-*** | screenshots\09-07-2026\preenvio-1-082714-order-*** | screenshots\09-07-2026\portal-1-082714-order-*** | screenshots\09-07-2026\diagnostics\portal-html-1-082714-order-*** | screenshots\09-07-2026\captchas\captcha-082714-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-082806-aecbe855,2026-07-09 08:28:21,order-***,registered,normal,LIMA-LA VICTORIA,24/07/2026,12:00,5,confirmed,portal_success_text,,14.054,7.000,1.719,1.281,0.032,portal-1-082806-order-***,portal-1-082806-order-*** | preenvio-1-082806-order-*** | cupo-082806-order-*** | screenshots\09-07-2026\preenvio-1-082806-order-*** | screenshots\09-07-2026\portal-1-082806-order-*** | screenshots\09-07-2026\diagnostics\portal-html-1-082806-order-*** | screenshots\09-07-2026\captchas\captcha-082806-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-100632-b75ede27,2026-07-09 10:06:49,order-***,registered,normal,LIMA-LA VICTORIA,30/07/2026,09:00,20,confirmed,portal_success_text,,16.924,7.063,1.703,1.266,0.047,portal-1-100632-order-***,portal-1-100632-order-*** | preenvio-1-100632-order-*** | cupo-100632-order-*** | screenshots\09-07-2026\preenvio-1-100632-order-*** | screenshots\09-07-2026\portal-1-100632-order-*** | screenshots\09-07-2026\diagnostics\portal-html-1-100632-order-*** | screenshots\09-07-2026\captchas\captcha-100632-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-102636-2bc37ab7,2026-07-09 10:26:58,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,12:00,20,blocked_by_order_rule,,,22.672,3.156,1.719,,,captcha-102636-order-***,captcha-102636-order-*** | cupo-102636-order-*** | screenshots\09-07-2026\captchas\captcha-102636-order-***,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-105801-2add2dbf,2026-07-09 10:58:30,order-***,partial,normal,LIMA-LA VICTORIA,24/07/2026,10:00,8,blocked_by_order_rule,,,29.184,3.141,1.704,,,captcha-105801-order-***,captcha-105801-order-*** | cupo-105801-order-*** | screenshots\09-07-2026\captchas\captcha-105801-order-***,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-105834-895df89b,2026-07-09 10:59:20,order-***,unavailable,normal,LIMA-LA VICTORIA,24/07/2026,11:00,10,slot_lost,,,45.826,7.125,1.688,1.359,0.016,portal-1-105834-order-***,portal-1-105834-order-*** | preenvio-1-105834-order-*** | cupo-105834-order-*** | screenshots\09-07-2026\preenvio-1-105834-order-*** | screenshots\09-07-2026\portal-1-105834-order-*** | screenshots\09-07-2026\diagnostics\portal-html-1-105834-order-*** | screenshots\09-07-2026\captchas\captcha-105834-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-121525-ee0f5d86,2026-07-09 12:15:57,order-***,unavailable,normal,LIMA-LA VICTORIA,24/07/2026,12:00,15,slot_lost,,,32.246,7.781,1.688,1.296,0.047,portal-1-121525-order-***,portal-1-121525-order-*** | preenvio-1-121525-order-*** | cupo-121525-order-*** | screenshots\09-07-2026\preenvio-1-121525-order-*** | screenshots\09-07-2026\portal-1-121525-order-*** | screenshots\09-07-2026\diagnostics\portal-html-1-121525-order-*** | screenshots\09-07-2026\captchas\captcha-121525-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-140140-12be4ba1,2026-07-09 14:02:17,order-***,registered,normal,LIMA-LA VICTORIA,30/07/2026,10:00,20,confirmed,portal_success_text,,37.636,6.813,1.687,1.531,0.047,portal-1-140140-order-***,portal-1-140140-order-*** | preenvio-1-140140-order-*** | cupo-140140-order-*** | screenshots\09-07-2026\preenvio-1-140140-order-*** | screenshots\09-07-2026\portal-1-140140-order-*** | screenshots\09-07-2026\diagnostics\portal-html-1-140140-order-*** | screenshots\09-07-2026\captchas\captcha-140140-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-151734-973beb17,2026-07-09 15:18:03,order-***,unavailable,normal,LIMA-LA VICTORIA,14/07/2026,12:00,22,slot_lost,,,29.117,24.562,1.734,1.484,0.047,portal-2-151734-order-***,portal-2-151734-order-*** | preenvio-1-151734-order-*** | portal-1-151734-order-*** | preenvio-2-151734-order-*** | cupo-151734-order-*** | screenshots\09-07-2026\preenvio-1-151734-order-*** | screenshots\09-07-2026\portal-1-151734-order-*** | screenshots\09-07-2026\preenvio-2-151734-order-*** | screenshots\09-07-2026\portal-2-151734-order-*** | screenshots\09-07-2026\diagnostics\portal-html-1-151734-order-*** | screenshots\09-07-2026\diagnostics\portal-html-2-151734-order-*** | screenshots\09-07-2026\captchas\captcha-151734-order-*** | screenshots\09-07-2026\captchas\captcha-151734-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-151920-1a09e6ca,2026-07-09 15:19:32,order-***,completed,normal,,30/07/2026 11:00,,,,,,12.468,,,,,etapas-151920-order-***,etapas-151920-order-***,La etapa Separa Cita Peritaje ya esta en estado Programado. No hay una cita pendiente por reservar.
***-151932-753390b1,2026-07-09 15:21:15,order-***,partial,fetch_probe,LIMA-LA VICTORIA,15/07/2026,Sin Cupos,Sin Cupos,,,,103.059,,,,,parcial-151932-order-***,parcial-151932-order-***,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-152623-f6f18c2c,2026-07-09 15:26:37,order-***,unavailable,normal,LIMA-LA VICTORIA,30/07/2026,08:00,10,slot_lost,,,13.990,8.484,1.718,1.297,0.047,portal-1-152623-order-***,portal-1-152623-order-*** | preenvio-1-152623-order-*** | cupo-152623-order-*** | screenshots\09-07-2026\preenvio-1-152623-order-*** | screenshots\09-07-2026\portal-1-152623-order-*** | screenshots\09-07-2026\diagnostics\portal-html-1-152623-order-*** | screenshots\09-07-2026\captchas\captcha-152623-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-152640-01637f21,2026-07-09 15:27:14,order-***,unavailable,normal,LIMA-LA VICTORIA,17/07/2026,11:00,16,slot_lost,,,34.173,13.406,1.797,1.406,0.047,portal-2-152640-order-***,portal-2-152640-order-*** | preenvio-1-152640-order-*** | portal-1-152640-order-*** | preenvio-2-152640-order-*** | cupo-152640-order-*** | screenshots\09-07-2026\preenvio-1-152640-order-*** | screenshots\09-07-2026\portal-1-152640-order-*** | screenshots\09-07-2026\preenvio-2-152640-order-*** | screenshots\09-07-2026\portal-2-152640-order-*** | screenshots\09-07-2026\diagnostics\portal-html-1-152640-order-*** | screenshots\09-07-2026\diagnostics\portal-html-2-152640-order-*** | screenshots\09-07-2026\captchas\captcha-152640-order-*** | screenshots\09-07-2026\captchas\captcha-152640-order-***,El cupo dejo de estar disponible antes de completar la reserva.
